,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12
6331,2.558333333333332,3.058333333333332,2.258333333333331,-4.241666666666669,3.558333333333332,4.258333333333331,3.8583333333333307,3.6583333333333314,1.1583333333333314,-5.741666666666669,-7.041666666666669,-7.341666666666669
4011,6.275,5.075000000000001,-1.025,-1.125,-0.7250000000000001,-1.225,-0.5249999999999999,-1.125,-1.3250000000000002,-1.3250000000000002,-1.4250000000000003,-1.525
711,1.8083333333333336,2.1083333333333325,2.3083333333333336,3.408333333333333,-3.791666666666667,1.8083333333333336,1.8083333333333336,2.208333333333334,1.4083333333333332,0.20833333333333393,-6.691666666666666,-6.591666666666667
5205,0.5166666666666666,0.016666666666666607,0.1166666666666667,0.9166666666666665,0.31666666666666643,0.4166666666666665,0.21666666666666634,0.5166666666666666,-0.18333333333333357,-0.6833333333333336,-1.1833333333333336,-0.9833333333333334
2866,0.6583333333333332,0.5583333333333331,0.15833333333333321,-0.04166666666666652,-0.1416666666666666,-0.2416666666666667,0.058333333333333126,-0.2416666666666667,0.058333333333333126,-0.1416666666666666,-0.2416666666666667,-0.44166666666666665
830,-2.716666666666667,1.9833333333333325,2.1833333333333336,2.583333333333334,2.283333333333333,-3.5166666666666666,2.583333333333334,3.083333333333334,3.1833333333333336,-1.5166666666666666,-5.216666666666667,-4.916666666666667
3563,0.2416666666666667,0.1416666666666666,-0.3583333333333334,0.1416666666666666,0.1416666666666666,-0.2583333333333333,-0.2583333333333333,-0.15833333333333321,-0.3583333333333334,0.9416666666666664,0.2416666666666667,-0.4583333333333335
3397,-0.4833333333333334,-0.3833333333333333,-0.7833333333333337,-0.7833333333333337,-1.0833333333333335,-0.8833333333333333,-0.9833333333333334,0.6166666666666667,-0.6833333333333336,-1.0833333333333335,0.7166666666666663,5.816666666666666
2512,-0.33333333333333304,-0.33333333333333304,-0.5333333333333332,-0.4333333333333331,-0.33333333333333304,-0.6333333333333331,-0.1333333333333333,0.4666666666666668,0.666666666666667,0.4666666666666668,0.4666666666666668,0.666666666666667
2443,-4.616666666666667,-4.916666666666667,-4.816666666666666,-4.816666666666666,-3.416666666666667,3.8833333333333337,4.183333333333333,4.283333333333332,4.783333333333332,-2.716666666666667,3.9833333333333334,4.183333333333333
1310,-5.299999999999998,1.200000000000001,1.700000000000001,2.3000000000000025,2.200000000000001,-2.299999999999998,1.4000000000000021,1.6000000000000014,1.8000000000000025,1.700000000000001,0.10000000000000142,-6.399999999999999
2295,-2.1666666666666665,-2.1666666666666665,-2.0666666666666664,-2.2666666666666666,-1.9666666666666668,-2.2666666666666666,-2.2666666666666666,-2.1666666666666665,-1.2666666666666666,4.933333333333333,6.733333333333333,6.933333333333333
5810,8.174999999999999,6.274999999999999,-0.025000000000001243,-1.1250000000000009,-1.6250000000000009,-1.725000000000001,-1.4250000000000012,-1.825000000000001,-1.6250000000000009,-1.725000000000001,-1.6250000000000009,-1.725000000000001
677,-0.16666666666666652,-0.3666666666666667,-0.06666666666666687,-0.2666666666666666,-0.16666666666666652,-0.2666666666666666,-0.2666666666666666,-0.3666666666666667,-0.16666666666666652,0.3333333333333335,0.9333333333333331,0.8333333333333335
2244,-4.440892098500626e-16,-0.10000000000000053,-0.20000000000000062,-4.440892098500626e-16,-0.10000000000000053,-4.440892098500626e-16,-0.10000000000000053,0.0999999999999992,-0.20000000000000062,-0.20000000000000062,-0.10000000000000053,0.8999999999999995
4944,0.033333333333333215,-0.06666666666666687,0.6333333333333333,0.4333333333333331,0.033333333333333215,-0.06666666666666687,-0.16666666666666652,-0.16666666666666652,-0.16666666666666652,-0.06666666666666687,-0.16666666666666652,-0.2666666666666666
1507,-0.8583333333333334,-0.8583333333333334,-0.8583333333333334,-0.5583333333333331,0.4416666666666669,-0.058333333333333126,-0.15833333333333321,-0.058333333333333126,0.6416666666666666,0.7416666666666667,0.6416666666666666,0.9416666666666664
759,1.9416666666666682,1.4416666666666682,1.741666666666669,1.6416666666666675,-2.558333333333332,1.8416666666666686,2.241666666666669,2.241666666666669,2.041666666666668,1.0416666666666679,-6.558333333333332,-7.058333333333332
4303,-0.8583333333333334,-0.7583333333333333,-0.7583333333333333,-0.7583333333333333,-0.7583333333333333,-0.9583333333333335,-0.7583333333333333,-0.9583333333333335,-0.8583333333333334,-0.9583333333333335,-0.05833333333333357,8.441666666666666
1007,7.208333333333334,0.30833333333333357,-0.09166666666666634,-0.2916666666666665,-0.5916666666666663,-0.6916666666666664,-0.8916666666666666,-0.9916666666666667,-0.9916666666666667,-0.9916666666666667,-1.0916666666666663,-0.8916666666666666
1088,-4.049999999999999,-3.9499999999999993,-3.9499999999999993,-3.9499999999999993,-3.749999999999999,-2.9499999999999993,-0.049999999999998934,5.550000000000002,5.8500000000000005,5.050000000000002,5.8500000000000005,0.35000000000000053
3579,4.816666666666666,-1.083333333333333,4.716666666666667,4.816666666666666,4.816666666666666,0.11666666666666714,-3.083333333333333,-2.883333333333333,-2.983333333333333,-3.1833333333333327,-2.7833333333333328,-3.2833333333333328
1552,-3.1833333333333336,-3.1833333333333336,-3.2833333333333337,-3.2833333333333337,-3.083333333333334,-2.7833333333333337,-2.1833333333333336,-0.6833333333333336,5.3166666666666655,5.716666666666666,5.616666666666666,5.016666666666667
1680,-0.17500000000000027,-0.07500000000000018,-0.07500000000000018,1.1249999999999996,0.6249999999999996,0.22499999999999964,0.02499999999999991,0.22499999999999964,0.02499999999999991,-0.4750000000000001,-0.7750000000000004,-0.6750000000000003
813,6.5,6.6,5.699999999999999,2.8999999999999986,-2.6000000000000005,-2.6000000000000005,-2.400000000000001,-2.7000000000000006,-2.7000000000000006,-2.7000000000000006,-3.1000000000000005,-2.900000000000001
5056,-6.766666666666666,-5.0666666666666655,1.7333333333333343,1.833333333333334,1.6333333333333346,1.6333333333333346,-0.8666666666666654,2.033333333333335,1.833333333333334,1.4333333333333336,1.033333333333335,-0.466666666666665
647,7.391666666666666,3.5916666666666655,-0.6083333333333343,-0.7083333333333344,-0.4083333333333341,-0.9083333333333341,-1.308333333333334,-1.408333333333334,-1.408333333333334,-1.308333333333334,-1.5083333333333342,-1.408333333333334
2954,0.09166666666666723,0.09166666666666723,-0.10833333333333295,-0.20833333333333304,-0.10833333333333295,0.19166666666666687,0.29166666666666696,-0.10833333333333295,-0.408333333333333,-0.10833333333333295,0.09166666666666723,0.29166666666666696
152,-3.2833333333333328,-3.583333333333333,-3.383333333333333,-3.383333333333333,-3.483333333333333,-2.883333333333333,-2.383333333333333,5.116666666666667,6.316666666666666,5.716666666666667,5.5166666666666675,-0.2833333333333332
309,7.175,6.675,6.4750000000000005,4.2749999999999995,-2.4250000000000003,-2.825,-3.125,-3.125,-3.325,-3.225,-3.225,-3.325
3283,-5.466666666666666,-4.266666666666666,-4.766666666666666,-5.066666666666666,-3.566666666666666,2.7333333333333334,3.9333333333333345,4.233333333333333,3.333333333333335,2.033333333333334,3.6333333333333337,3.2333333333333334
4493,-0.07500000000000018,0.024999999999999467,-0.07500000000000018,0.4249999999999998,-0.07500000000000018,-0.17500000000000027,0.024999999999999467,-0.17500000000000027,0.024999999999999467,-0.17500000000000027,0.024999999999999467,0.22499999999999964
4464,5.6000000000000005,6.500000000000001,6.400000000000001,1.700000000000001,-1.299999999999999,-2.199999999999999,-2.5999999999999988,-2.8999999999999986,-2.9999999999999987,-2.699999999999999,-2.799999999999999,-2.699999999999999
1672,-0.7083333333333335,-0.6083333333333334,-0.6083333333333334,-0.6083333333333334,-0.6083333333333334,-0.8083333333333331,-0.3083333333333331,0.7916666666666665,0.4916666666666667,0.5916666666666668,0.5916666666666668,1.7916666666666665
292,-1.2333333333333334,-0.8333333333333335,-1.1333333333333333,-1.1333333333333333,-1.0333333333333332,-1.2333333333333334,-1.0333333333333332,-1.1333333333333333,-1.0333333333333332,-0.3333333333333335,2.1666666666666665,7.966666666666667
5750,-6.550000000000002,-6.750000000000002,-6.250000000000002,-4.550000000000002,4.049999999999999,2.349999999999998,1.8499999999999979,1.9499999999999993,2.549999999999999,3.6499999999999986,3.349999999999998,4.349999999999998
1943,-4.216666666666665,0.6833333333333353,0.9833333333333343,1.4833333333333343,3.3833333333333346,-2.1166666666666654,2.283333333333335,2.783333333333335,2.9833333333333343,2.783333333333335,-4.516666666666666,-6.516666666666666
4628,3.3166666666666664,3.716666666666667,-3.1833333333333336,3.116666666666667,3.616666666666667,3.416666666666666,3.916666666666666,1.6166666666666671,-3.4833333333333334,-5.083333333333334,-5.483333333333333,-5.483333333333333
3012,-0.3250000000000002,-0.3250000000000002,-0.42500000000000027,-0.3250000000000002,-0.2250000000000001,-0.3250000000000002,-0.42500000000000027,-0.12500000000000044,1.6749999999999994,-0.12500000000000044,0.17499999999999982,0.7749999999999999
3892,2.433333333333333,3.433333333333333,0.033333333333333215,-0.16666666666666696,-0.4666666666666668,-0.3666666666666667,-0.766666666666667,-0.766666666666667,-0.766666666666667,-0.8666666666666667,-0.8666666666666667,-0.8666666666666667
5622,0.06666666666666643,-0.1333333333333333,-0.1333333333333333,-0.2333333333333334,-0.2333333333333334,-0.2333333333333334,-0.033333333333333215,-0.3333333333333335,-0.033333333333333215,0.2666666666666666,0.2666666666666666,0.7666666666666666
2433,0.5749999999999997,0.07499999999999973,0.17499999999999982,0.2749999999999999,-0.125,-0.125,-0.125,-0.2250000000000001,-0.025000000000000355,-0.125,-0.025000000000000355,-0.3250000000000002
3341,5.1499999999999995,5.249999999999999,5.1499999999999995,5.05,4.3500000000000005,-3.25,-3.5500000000000003,-3.45,-3.75,-3.45,-3.5500000000000003,-3.95
3546,-4.133333333333333,-4.133333333333333,-4.333333333333334,-4.333333333333334,-4.233333333333333,-2.4333333333333336,4.466666666666666,5.266666666666667,4.466666666666666,4.766666666666667,-0.9333333333333336,5.566666666666667
5426,8.966666666666667,3.5666666666666664,-0.9333333333333336,-1.3333333333333335,-0.8333333333333335,-1.1333333333333337,-1.4333333333333336,-1.4333333333333336,-1.3333333333333335,-1.3333333333333335,-1.4333333333333336,-1.3333333333333335
1757,0.22499999999999964,1.3249999999999997,0.32499999999999973,0.22499999999999964,0.12499999999999956,-0.17500000000000027,0.02499999999999991,-0.17500000000000027,-0.4750000000000001,-0.37500000000000044,-0.5750000000000002,-0.4750000000000001
730,-5.050000000000001,-5.15,-4.75,-4.550000000000001,-3.4500000000000006,3.45,3.95,4.249999999999999,4.55,-2.3500000000000005,4.249999999999999,4.849999999999999
6036,-0.666666666666667,-0.8666666666666671,-0.666666666666667,-0.8666666666666671,-0.36666666666666714,0.4333333333333331,0.33333333333333304,1.0333333333333328,0.5333333333333328,0.33333333333333304,0.5333333333333328,0.23333333333333295
1330,-5.3583333333333325,-5.458333333333332,-5.3583333333333325,-4.458333333333332,-2.0583333333333327,3.041666666666667,3.4416666666666673,3.3416666666666677,3.3416666666666677,2.741666666666668,3.4416666666666673,3.3416666666666677
5153,-6.374999999999999,2.325000000000001,1.9250000000000007,2.0250000000000004,2.825000000000001,-3.674999999999999,2.0250000000000004,1.825000000000001,2.0250000000000004,2.4250000000000007,-0.2749999999999986,-7.074999999999999
5698,-3.525,-3.625,-3.525,-3.525,-3.725,-3.625,-2.825,0.6749999999999998,4.475,6.275,6.475,6.475
3836,-5.216666666666667,-5.316666666666666,-5.016666666666667,-3.3166666666666664,3.383333333333333,3.1833333333333336,3.4833333333333343,3.1833333333333336,-3.3166666666666664,2.583333333333334,3.083333333333334,3.283333333333333
2615,-4.158333333333334,1.6416666666666657,2.041666666666666,2.4416666666666664,3.341666666666667,-4.158333333333334,3.341666666666667,2.4416666666666664,2.541666666666666,2.2416666666666654,-5.758333333333334,-5.958333333333334
2818,-0.04166666666666696,-0.04166666666666696,-0.2416666666666667,-0.2416666666666667,-0.1416666666666666,-0.3416666666666668,0.058333333333333126,-0.3416666666666668,-0.1416666666666666,-0.1416666666666666,1.458333333333333,0.15833333333333321
6022,-0.9083333333333332,4.591666666666667,4.291666666666668,4.591666666666667,4.291666666666668,4.8916666666666675,2.591666666666667,-3.508333333333333,-4.908333333333333,-5.008333333333333,-5.508333333333333,-5.408333333333333
1135,-3.466666666666666,-3.466666666666666,-3.466666666666666,-3.366666666666666,-3.466666666666666,-3.0666666666666655,-2.5666666666666655,-1.5666666666666655,4.833333333333334,6.533333333333335,6.633333333333335,6.433333333333334
4665,-2.5083333333333333,-2.5083333333333333,-2.5083333333333333,-2.408333333333333,-2.5083333333333333,-2.5083333333333333,-2.6083333333333334,-2.2083333333333335,-0.6083333333333334,6.791666666666667,6.591666666666666,6.991666666666666
1931,0.3250000000000006,0.12500000000000044,0.025000000000000355,-0.17499999999999938,-0.07499999999999973,-0.07499999999999973,-0.07499999999999973,-0.07499999999999973,-0.17499999999999938,0.025000000000000355,-0.17499999999999938,0.3250000000000006
2593,0.31666666666666643,0.11666666666666625,0.016666666666666607,-0.08333333333333348,0.31666666666666643,0.31666666666666643,0.21666666666666634,0.016666666666666607,-0.08333333333333348,-0.28333333333333366,-0.4833333333333334,-0.38333333333333375
2004,0.3416666666666668,-0.2583333333333333,-0.15833333333333321,0.04166666666666652,-0.2583333333333333,-0.05833333333333357,-0.2583333333333333,-0.15833333333333321,-0.2583333333333333,-0.4583333333333335,0.3416666666666668,1.1416666666666666
2012,-0.7749999999999999,-0.9750000000000001,-0.17499999999999982,0.625,0.125,-0.17499999999999982,-0.07500000000000018,0.9249999999999998,0.02499999999999991,0.3250000000000002,-0.07500000000000018,0.2250000000000001
1596,-0.016666666666666607,-0.3166666666666669,0.08333333333333348,-0.3166666666666669,-0.4166666666666665,-0.21666666666666679,-0.3166666666666669,-0.21666666666666679,-0.3166666666666669,-0.3166666666666669,-0.1166666666666667,2.483333333333333
4215,-6.258333333333334,-5.858333333333334,-5.358333333333334,1.2416666666666654,2.541666666666666,2.841666666666667,2.841666666666667,-1.5583333333333336,2.041666666666666,2.4416666666666664,2.6416666666666657,2.4416666666666664
804,-6.758333333333335,-5.958333333333334,-4.858333333333334,2.541666666666666,2.9416666666666664,3.541666666666666,3.4416666666666664,-3.5583333333333345,2.041666666666666,2.4416666666666664,2.541666666666666,1.6416666666666657
4818,1.7833333333333332,2.283333333333333,2.283333333333333,2.1833333333333336,-3.3166666666666664,3.783333333333333,2.383333333333333,2.383333333333333,2.1833333333333336,-0.8166666666666664,-7.116666666666666,-8.016666666666666
1065,-4.958333333333334,-4.858333333333334,-4.858333333333334,-4.658333333333334,-4.258333333333335,-2.458333333333334,6.241666666666666,5.041666666666665,5.141666666666667,4.841666666666666,-0.25833333333333375,5.041666666666665
855,0.33333333333333304,0.9333333333333331,0.6333333333333333,-0.06666666666666687,-0.16666666666666696,-0.16666666666666696,0.6333333333333333,-0.06666666666666687,-0.16666666666666696,-0.3666666666666667,-0.8666666666666667,-0.666666666666667
5392,-6.9416666666666655,-5.141666666666666,1.5583333333333353,1.8583333333333343,1.958333333333334,1.7583333333333346,-1.6416666666666657,1.3583333333333343,1.958333333333334,1.5583333333333353,1.2583333333333346,0.4583333333333339
1504,-0.5416666666666665,-0.4416666666666669,-0.4416666666666669,-0.4416666666666669,-0.4416666666666669,-0.4416666666666669,-0.1416666666666666,0.8583333333333334,0.3583333333333334,0.2583333333333333,0.3583333333333334,1.0583333333333331
4538,0.5583333333333331,0.6583333333333328,0.958333333333333,0.45833333333333304,-0.04166666666666696,-0.4416666666666669,-0.24166666666666714,-0.4416666666666669,-0.34166666666666723,-0.4416666666666669,-0.34166666666666723,-0.34166666666666723
662,-4.841666666666665,1.358333333333336,2.158333333333335,2.5583333333333353,2.0583333333333353,-3.4416666666666647,2.7583333333333346,2.4583333333333357,2.358333333333336,1.0583333333333353,-2.341666666666665,-6.141666666666665
3913,6.691666666666668,2.691666666666667,-1.0083333333333329,-0.40833333333333277,-0.00833333333333286,-0.608333333333333,-0.708333333333333,-1.208333333333333,-1.4083333333333328,-1.3083333333333331,-1.4083333333333328,-1.3083333333333331
2041,3.7249999999999996,3.924999999999999,3.924999999999999,-1.6750000000000007,2.924999999999999,2.924999999999999,3.3249999999999993,2.924999999999999,-3.6750000000000007,-6.075000000000001,-5.9750000000000005,-6.275
3714,-4.233333333333333,-4.233333333333333,-4.433333333333334,-3.8333333333333335,-3.4333333333333336,-0.9333333333333336,4.166666666666666,4.266666666666666,4.766666666666666,4.866666666666667,-1.2333333333333334,4.266666666666666
954,1.475,1.1750000000000003,0.17500000000000027,0.17500000000000027,0.17500000000000027,-0.2250000000000001,-0.32499999999999973,-0.4249999999999998,-0.125,-0.5249999999999999,-0.9249999999999998,-0.625
887,8.183333333333334,4.583333333333334,-0.1166666666666667,-0.916666666666667,-1.2166666666666668,-1.416666666666667,-1.5166666666666666,-1.5166666666666666,-1.5166666666666666,-1.5166666666666666,-1.6166666666666667,-1.416666666666667
5512,-7.058333333333333,-5.058333333333333,2.6416666666666675,2.4416666666666664,2.1416666666666675,0.8416666666666668,-3.758333333333333,1.4416666666666664,1.8416666666666668,1.5416666666666679,1.5416666666666679,1.4416666666666664
1847,-0.06666666666666643,0.13333333333333375,0.03333333333333366,-0.26666666666666616,0.3333333333333335,0.5333333333333337,0.3333333333333335,0.3333333333333335,-0.06666666666666643,-0.16666666666666652,-0.46666666666666634,-0.6666666666666665
4393,6.641666666666667,7.241666666666666,5.4416666666666655,0.041666666666666075,-1.7583333333333337,-2.5583333333333336,-2.5583333333333336,-2.1583333333333337,-2.5583333333333336,-2.5583333333333336,-2.458333333333334,-2.7583333333333337
6362,7.641666666666667,6.4416666666666655,1.841666666666666,-0.8583333333333343,-1.058333333333334,-1.458333333333334,-2.058333333333334,-2.058333333333334,-2.058333333333334,-2.058333333333334,-2.158333333333334,-2.158333333333334
5406,1.4,0.09999999999999964,-0.30000000000000027,-0.40000000000000036,-0.20000000000000018,-0.40000000000000036,-0.30000000000000027,-0.30000000000000027,-0.20000000000000018,-0.30000000000000027,-0.20000000000000018,1.0999999999999996
4829,0.07499999999999973,-0.02499999999999991,-0.02499999999999991,-0.125,-0.125,0.07499999999999973,-0.125,-0.02499999999999991,-0.2250000000000001,-0.02499999999999991,0.07499999999999973,0.4750000000000001
1648,-3.566666666666667,-3.466666666666667,-3.566666666666667,-3.466666666666667,-3.566666666666667,-3.566666666666667,-3.166666666666667,-0.9666666666666668,5.933333333333333,6.333333333333333,6.633333333333334,6.433333333333333
2626,0.18333333333333313,0.18333333333333313,-0.1166666666666667,-0.21666666666666679,-0.01666666666666705,-0.3166666666666669,-0.21666666666666679,-0.21666666666666679,-0.21666666666666679,-0.21666666666666679,1.2833333333333332,-0.1166666666666667
2621,6.566666666666667,5.666666666666667,5.766666666666667,5.466666666666666,-2.533333333333333,-2.7333333333333334,-2.7333333333333334,-3.033333333333333,-3.1333333333333333,-2.9333333333333336,-3.2333333333333334,-3.1333333333333333
4978,-3.325000000000001,-3.325000000000001,-3.5250000000000012,-3.325000000000001,-3.425000000000001,-3.2250000000000014,-3.2250000000000014,-1.4250000000000016,5.974999999999999,5.874999999999999,6.474999999999999,6.474999999999999
6521,-4.891666666666665,3.108333333333336,1.408333333333335,1.408333333333335,1.408333333333335,-4.591666666666665,2.5083333333333346,1.7083333333333357,0.408333333333335,0.6083333333333361,1.408333333333335,-4.4916666666666645
793,1.016666666666667,0.516666666666667,0.01666666666666705,-0.18333333333333313,-0.18333333333333313,-0.18333333333333313,-0.18333333333333313,-0.28333333333333277,-0.08333333333333304,-0.28333333333333277,-0.28333333333333277,0.11666666666666714
768,7.4833333333333325,-0.1166666666666667,-0.6166666666666667,-0.6166666666666667,-0.8166666666666669,-0.6166666666666667,-0.7166666666666668,-0.7166666666666668,-0.8166666666666669,-0.8166666666666669,-0.8166666666666669,-0.8166666666666669
5549,0.5916666666666668,0.09166666666666679,-0.20833333333333304,-0.20833333333333304,-0.00833333333333286,-0.10833333333333295,-0.10833333333333295,-0.20833333333333304,-0.00833333333333286,-0.3083333333333331,0.19166666666666687,0.29166666666666696
2211,5.491666666666666,-0.5083333333333337,4.591666666666666,4.291666666666667,4.491666666666666,4.191666666666667,-2.408333333333333,-3.908333333333333,-3.8083333333333336,-3.908333333333333,-4.108333333333333,-4.408333333333333
847,-0.7000000000000002,-0.6000000000000001,-0.7000000000000002,-0.7000000000000002,-0.7000000000000002,-0.7000000000000002,-0.3999999999999999,0.3999999999999999,0.8999999999999999,1.5,1.2000000000000002,0.5
4216,-6.425000000000001,-5.925000000000001,0.6749999999999989,1.9749999999999996,2.2750000000000004,2.2750000000000004,-2.125,1.4749999999999996,1.875,2.0749999999999993,1.875,-0.025000000000000355
1527,-2.5999999999999996,-2.6999999999999993,-2.6999999999999993,-2.5999999999999996,-2.6999999999999993,-2.5999999999999996,-2.5999999999999996,-2.0999999999999996,0.7000000000000002,6.1000000000000005,7.000000000000001,6.8
4738,-2.908333333333333,-2.908333333333333,-2.8083333333333336,-3.1083333333333334,-2.908333333333333,-3.0083333333333333,-2.908333333333333,-1.3083333333333336,5.491666666666666,5.291666666666667,5.891666666666667,5.191666666666667
6323,-3.783333333333334,-3.683333333333334,-3.783333333333334,-3.683333333333334,-3.783333333333334,-3.383333333333334,-1.4833333333333343,6.116666666666666,6.016666666666667,6.516666666666667,5.716666666666666,-0.7833333333333341
747,-0.3416666666666668,-0.2416666666666667,-0.44166666666666643,-0.2416666666666667,-0.3416666666666668,-0.3416666666666668,-0.2416666666666667,-0.3416666666666668,-0.3416666666666668,0.15833333333333321,0.8583333333333334,1.8583333333333334
756,-6.3166666666666655,-5.616666666666665,-4.616666666666665,2.3833333333333346,1.8833333333333346,2.1833333333333353,2.083333333333334,-2.1166666666666654,2.283333333333335,2.6833333333333353,2.6833333333333353,2.4833333333333343
2653,-1.025,-1.025,-1.025,-1.025,-0.9249999999999998,-1.125,-0.9249999999999998,0.5750000000000002,-0.5249999999999999,-0.4249999999999998,0.5750000000000002,6.875
4649,-7.25,2.3499999999999996,2.75,2.549999999999999,1.6500000000000004,-2.5500000000000007,0.4499999999999993,1.049999999999999,1.1500000000000004,1.049999999999999,-0.9500000000000011,-2.25
1049,3.9416666666666664,4.541666666666666,-2.658333333333333,3.9416666666666664,3.4416666666666664,3.6416666666666657,3.6416666666666657,-0.15833333333333321,-5.058333333333334,-5.358333333333333,-5.358333333333333,-4.558333333333334
727,-3.3083333333333336,-3.208333333333334,-3.3083333333333336,-3.208333333333334,-3.3083333333333336,-2.9083333333333337,-2.708333333333334,-1.6083333333333338,5.291666666666667,5.791666666666667,6.091666666666666,6.391666666666667
3882,1.2583333333333329,2.058333333333332,1.8583333333333325,1.1583333333333332,-3.9416666666666673,1.6583333333333332,2.958333333333332,2.058333333333332,2.158333333333333,-5.941666666666667,-3.1416666666666675,-2.1416666666666675
5693,0.14166666666666616,0.04166666666666652,-0.15833333333333366,0.24166666666666625,-0.15833333333333366,-0.05833333333333357,-0.15833333333333366,-0.05833333333333357,-0.05833333333333357,-0.25833333333333375,-0.15833333333333366,0.6416666666666662
